"practice_code","practice_name","overall_achievement","stia007_numerator","stia007_denominator","stia014_numerator","stia014_denominator","stia015_numerator","stia015_denominator","prop_stia007","prop_stia014","prop_stia015","imd_rank","total_patients","patients_65_plus","patients_female","prop_65_plus","prop_female","stroke_prevalence","imd_quintile","listsize_quintile","prevalence_quintile","age65_quintile","female_quintile"
"L84054","Mythe Medical Practice",1,208,213,129,169,103,110,0.976525821596244,0.763313609467456,0.936363636363636,10594,13868,3111,6956,0.224329391404673,0.50158638592443,0.0153591000865301,3,4,4,4,3
"L84041","Overton Park Surgery",1,176,176,124,143,92,98,1,0.867132867132867,0.938775510204082,22008,13100,2661,7241,0.203129770992366,0.552748091603053,0.0134351145038168,2,4,3,4,5
"L84034","Partners In Health, Pavilion Family Drs",0.845454545454546,144,146,90,117,51,53,0.986301369863014,0.769230769230769,0.962264150943396,6521,12247,2131,6142,0.174001796358292,0.501510574018127,0.0119212868457581,4,4,3,3,3
"L84012","Phoenix Health Group",1,320,326,202,238,220,237,0.98159509202454,0.848739495798319,0.928270042194093,29712,24700,5974,12819,0.241862348178138,0.518987854251012,0.0131983805668016,1,5,3,4,5
"L84065","Prices Mill Surgery",1,119,122,72,96,75,85,0.975409836065574,0.75,0.882352941176471,25840,9166,2320,4660,0.253109317041239,0.508400610953524,0.0133100589133755,1,3,3,5,4
"L84617","Quedgeley Medical Centre",1,71,72,65,73,22,24,0.986111111111111,0.89041095890411,0.916666666666667,19875,7121,931,3644,0.130740064597669,0.511725881196461,0.0101109394747929,2,2,2,2,4
"L84063","Rendcomb Surgery",1,64,64,36,45,36,39,1,0.8,0.923076923076923,19257,4893,1231,2519,0.251583895360719,0.514817085632536,0.0130799100756182,2,1,3,5,5
"L84050","Rosebank Health",0.963636363636364,334,360,306,358,128,144,0.927777777777778,0.854748603351955,0.888888888888889,11362,40465,4925,20306,0.121710119856666,0.501816384529841,0.0088965772890152,3,5,2,2,3
"L84007","Rowcroft Medical Centre",1,121,123,94,111,61,67,0.983739837398374,0.846846846846847,0.91044776119403,11121,12319,2608,6351,0.21170549557594,0.515545092945856,0.00998457667018427,3,4,2,4,5
"L84059","Royal Crescent Surgery",1,92,92,49,62,57,66,1,0.790322580645161,0.863636363636364,27613,8169,1587,4097,0.194271024605215,0.501530175052026,0.011262088382911,1,3,3,3,3
"L84085","Severnbank Surgery",0.806363636363636,44,50,30,40,31,34,0.88,0.75,0.911764705882353,8079,3829,1004,1848,0.262209454165579,0.482632541133455,0.0130582397492818,4,1,3,5,1
"L84052","Severnside Medical Practice",1,91,93,69,86,42,49,0.978494623655914,0.802325581395349,0.857142857142857,3057,9892,1468,4883,0.148402749696725,0.493631217145168,0.00940153659522847,5,3,2,2,2
"L84015","Sixways Clinic",1,154,164,99,121,103,123,0.939024390243902,0.818181818181818,0.83739837398374,33542,10923,2562,5577,0.234550947541884,0.510574018126888,0.0150141902407763,1,4,4,4,4
"L84058","St. Catherine's Surgery",0.930909090909091,139,150,72,91,70,73,0.926666666666667,0.791208791208791,0.958904109589041,2298,9394,1710,4569,0.182031083670428,0.486374281456249,0.0159676389184586,5,3,4,3,2
"L84008","St. George's Surgery",1,162,165,104,118,73,78,0.981818181818182,0.88135593220339,0.935897435897436,2298,12131,2164,6049,0.178385953342676,0.49863984832248,0.013601516775204,5,4,4,3,3
"L84006","Staunton & Corse Surgery",1,75,77,45,55,56,60,0.974025974025974,0.818181818181818,0.933333333333333,21156,6896,1632,3534,0.236658932714617,0.512470997679814,0.0111658932714617,2,2,3,4,5
"L84613","Stonehouse Health Clinic",1,50,51,20,32,27,36,0.980392156862745,0.625,0.75,18826,3447,814,1738,0.236147374528576,0.504206556425878,0.0147954743255004,2,1,4,4,3
"L84031","Stow Surgery",1,100,103,73,84,66,72,0.970873786407767,0.869047619047619,0.916666666666667,22927,5738,1804,3020,0.31439525967236,0.526315789473684,0.0179505054025793,2,2,5,5,5
"L84606","The Alney Practice",0.980909090909091,186,189,112,136,83,95,0.984126984126984,0.823529411764706,0.873684210526316,28804,11910,3054,6049,0.256423173803526,0.507892527287993,0.0158690176322418,1,4,4,5,4
"L84037","The Holts Health Centre",1,207,213,152,169,93,101,0.971830985915493,0.899408284023669,0.920792079207921,15431,12069,3375,6184,0.279642058165548,0.512387107465407,0.0176485210042257,3,4,5,5,5
"L84040","The Leckhampton Surgery",1,196,196,111,123,116,121,1,0.902439024390244,0.958677685950413,33041,12960,3490,6739,0.26929012345679,0.519984567901235,0.0151234567901235,1,4,4,5,5
"L84049","The Royal Well Surgery",1,95,95,56,68,44,49,1,0.823529411764706,0.897959183673469,2298,8357,1333,4157,0.15950700011966,0.497427306449683,0.0113677156874476,5,3,3,2,2
"L84048","The Stoke Road Surgery,",1,178,183,74,110,100,117,0.972677595628415,0.672727272727273,0.854700854700855,26756,10420,2838,5434,0.27236084452975,0.521497120921305,0.0175623800383877,1,4,5,5,5
"L84080","The Willow Tree Practice",0.892727272727273,126,139,111,147,68,75,0.906474820143885,0.755102040816326,0.906666666666667,18826,11653,2439,5846,0.209302325581395,0.501673388826911,0.0119282588174719,2,4,3,4,3
"L84003","Underwood Surgery",0.995454545454545,102,103,65,80,41,47,0.990291262135922,0.8125,0.872340425531915,25912,11363,1565,5535,0.137727712751914,0.487107278007568,0.0090645076124263,1,4,2,2,2
"L84010","Upper Thames Medical Group",1,175,178,119,153,92,110,0.98314606741573,0.777777777777778,0.836363636363636,19880,11138,3243,5632,0.29116537978093,0.505656311725624,0.0159813251930329,2,4,4,5,4
"L84033","Weston House Practice",1,300,307,166,208,169,184,0.977198697068404,0.798076923076923,0.918478260869565,2298,19195,4152,9504,0.216306329773378,0.49512893982808,0.0159937483719719,5,5,4,4,2
"L84072","White House Surgery",0.945454545454545,65,68,36,44,47,51,0.955882352941177,0.818181818181818,0.92156862745098,27744,5145,1414,2611,0.274829931972789,0.507482993197279,0.0132167152575316,1,1,3,5,4
"L84004","Winchcombe Medical Centre",1,151,154,73,81,79,84,0.980519480519481,0.901234567901235,0.94047619047619,28721,7871,2470,4064,0.313810189302503,0.516325752763308,0.0195654935840427,1,3,5,5,5
"L84022","Yorkleigh Surgery(Ct)",0.999090909090909,87,96,57,76,43,48,0.90625,0.75,0.895833333333333,22008,7947,1661,3842,0.20900968919089,0.483452875298855,0.0120800302000755,2,3,3,4,1
"L84021","Yorkley Health Centre(Wg)",0.972727272727273,124,125,116,133,70,79,0.992,0.87218045112782,0.886075949367089,13175,8904,2231,4558,0.250561545372866,0.511904761904762,0.0140386343216532,3,3,4,5,4
"L82038","Atlantic Medical Group",1,310,317,203,235,133,152,0.977917981072555,0.863829787234043,0.875,13423,12015,3729,6090,0.310362047440699,0.506866416978777,0.0263836870578444,3,4,5,5,4
"L82036","Bodriggy Health Centre",1,244,244,193,220,121,127,1,0.877272727272727,0.952755905511811,5877,12494,3049,6498,0.244037137826157,0.520089643028654,0.0195293740995678,4,4,5,4,5
"L82010","Bosvena Health",1,366,387,283,346,178,206,0.945736434108527,0.817919075144509,0.864077669902913,4059,23946,5301,12014,0.221373089451265,0.501712185751274,0.0161613630669005,5,5,4,4,3
"L82058","Bottreaux Surgery",0.985454545454545,111,114,66,89,30,34,0.973684210526316,0.741573033707865,0.882352941176471,10884,4794,1593,2465,0.332290362953692,0.514184397163121,0.0237797246558198,3,1,5,5,5
"L82011","Brannel Surgery",1,94,96,71,91,37,40,0.979166666666667,0.78021978021978,0.925,6845,6242,1351,3118,0.216437039410445,0.49951938481256,0.0153796859980775,4,2,4,4,3
"L82041","Carn To Coast Health Centres",1,559,565,441,498,231,248,0.989380530973451,0.885542168674699,0.931451612903226,8568,29977,6010,15207,0.200487040064049,0.507288921506488,0.0188477833005304,4,5,5,3,4
"L82061","Carnon Downs Surgery",1,201,206,108,132,126,139,0.975728155339806,0.818181818181818,0.906474820143885,23490,6019,2251,3129,0.37398238910118,0.51985379631168,0.0342249543113474,1,2,5,5,5
"L82015","Chacewater Health Centre",1,202,204,137,149,87,91,0.990196078431373,0.919463087248322,0.956043956043956,11417,6872,1926,3518,0.280267753201397,0.511932479627474,0.029685681024447,3,2,5,5,4
"L82051","Clays Practice",0.985454545454545,186,191,202,230,70,77,0.973821989528796,0.878260869565217,0.909090909090909,9111,13243,2724,6520,0.205693573963603,0.492335573510534,0.0144227138865816,4,4,4,4,2
"L82049","Falmouth Health Centre",1,172,173,124,150,99,114,0.994219653179191,0.826666666666667,0.868421052631579,5842,10429,2305,5368,0.22101831431585,0.51471857320932,0.0165883593824911,4,4,4,4,5
"L82035","Fowey River Practice",1,237,238,145,170,112,116,0.995798319327731,0.852941176470588,0.96551724137931,17856,8263,2652,4242,0.320948807939005,0.513372866997459,0.0288030981483723,2,3,5,5,5
"L82068","Godolphin Health",1,159,161,115,133,66,73,0.987577639751553,0.864661654135338,0.904109589041096,13625,8928,2061,4515,0.230846774193548,0.505712365591398,0.0180331541218638,3,3,5,4,4
"L82620","Harris Memorial Surgery",0.972727272727273,130,133,89,117,54,61,0.977443609022556,0.760683760683761,0.885245901639344,6803,6305,1478,3207,0.23441712926249,0.508643933386201,0.0210943695479778,4,2,5,4,4
"L82018","Helston Medical Centre",0.845454545454546,287,292,182,244,139,174,0.982876712328767,0.745901639344262,0.798850574712644,10343,14403,3563,7448,0.247379018260085,0.517114490036798,0.0202735541206693,3,5,5,5,5
"L82001","Lander Medical Practice",1,292,292,211,251,150,159,1,0.840637450199203,0.943396226415094,8510,19130,3748,9655,0.195922634605332,0.504704652378463,0.0152639832723471,4,5,4,3,3
"L82030","Launceston Medical Centre",0.930909090909091,341,369,199,286,162,195,0.924119241192412,0.695804195804196,0.830769230769231,10766,18628,4692,9397,0.251878891990552,0.504455658149023,0.0198088898432467,3,5,5,5,3
"L82042","Leatside Health Centre",1,385,393,216,251,171,193,0.979643765903308,0.860557768924303,0.886010362694301,6589,16791,3936,8375,0.234411291763445,0.498779107855399,0.023405395747722,4,5,5,4,3
"L82039","Lostwithiel Surgery",1,130,131,88,102,66,73,0.99236641221374,0.862745098039216,0.904109589041096,20904,5299,1713,2732,0.323268541234195,0.515568975278354,0.0247216455935082,2,1,5,5,5
"L82047","Marazion Surgery",1,213,217,147,185,120,135,0.981566820276498,0.794594594594595,0.888888888888889,8475,7714,2608,3893,0.338086595799844,0.504666839512575,0.0281306715063521,4,3,5,5,3
"L82007","Medical Centre Camelford (Dr Nash)",0.970909090909091,108,113,56,102,46,68,0.955752212389381,0.549019607843137,0.676470588235294,12218,6655,1869,3399,0.28084147257701,0.510743801652893,0.0169797145003757,3,2,4,5,4
"L82059","Meneage Street Surgery",0.925454545454545,106,114,87,101,59,63,0.929824561403509,0.861386138613861,0.936507936507937,23655,5327,1509,2849,0.283273887741693,0.534822601839685,0.0214004129904261,1,2,5,5,5
"L82025","Mevagissey Surgery",1,132,134,75,85,71,73,0.985074626865672,0.882352941176471,0.972602739726027,11901,4846,1634,2484,0.337185307470078,0.512587701196863,0.0276516714816343,3,1,5,5,5
"L82026","Middleway Surgery",0.968181818181818,160,161,96,120,72,75,0.993788819875776,0.8,0.96,14203,6758,1888,3489,0.279372595442439,0.516277005031074,0.0238236164545724,3,2,5,5,5
"Y01051","Morrab Surgery",0.820909090909091,207,235,112,174,70,95,0.880851063829787,0.64367816091954,0.736842105263158,2727,8679,2544,4271,0.29312132734186,0.492107385643507,0.0270768521719092,5,3,5,5,2
"L82029","Narrowcliff Surgery",1,287,295,199,254,134,155,0.972881355932203,0.783464566929134,0.864516129032258,20769,16346,3439,8275,0.210387862474,0.506240058729964,0.0180472286797993,2,5,5,4,4
"Y01127","Neetside Surgery",1,142,146,69,88,68,80,0.972602739726027,0.784090909090909,0.85,15520,6458,1854,3406,0.287085785072778,0.52740786621245,0.0226076184577268,3,2,5,5,5
"Y02517","Newquay Health Centre",1,237,241,173,237,114,128,0.983402489626556,0.729957805907173,0.890625,6267,17326,3203,8661,0.18486667436223,0.499884566547385,0.0139097310400554,4,5,4,3,3
"L82016","Oak Tree Surgery",1,288,290,192,238,167,178,0.993103448275862,0.80672268907563,0.938202247191011,13003,17099,4668,8781,0.27299842096029,0.513538803438798,0.0169600561436341,3,5,4,5,5
"L82022","Old Bridge Surgery",1,267,273,176,220,140,154,0.978021978021978,0.8,0.909090909090909,17501,9876,3468,5068,0.351154313487242,0.513163223977319,0.0276427703523694,2,3,5,5,5
"L82006","Penryn Surgery",1,335,336,210,245,136,159,0.99702380952381,0.857142857142857,0.855345911949686,7591,21411,3692,10942,0.172434729811779,0.511045724160478,0.0156928681518845,4,5,4,3,4
"L82013","Perranporth Surgery",0.960909090909091,174,182,133,149,86,98,0.956043956043956,0.89261744966443,0.877551020408163,10743,7869,2094,3953,0.266107510484178,0.502350997585462,0.0231287330029229,3,3,5,5,3
"L82023","Petroc Group Practice",1,355,365,185,247,138,155,0.972602739726027,0.748987854251012,0.890322580645161,6976,16487,3926,8261,0.238127009158731,0.501061442348517,0.0221386546976406,4,5,5,4,3
"L82003","Port Isaac Surgery",1,237,238,144,167,120,131,0.995798319327731,0.862275449101796,0.916030534351145,10901,8691,2667,4509,0.30686917500863,0.518812564722126,0.0273846507881717,3,3,5,5,5
"L82066","Port View Surgery",0.998181818181818,159,159,87,103,69,79,1,0.844660194174757,0.873417721518987,15114,7018,2042,3692,0.290966087204332,0.52607580507267,0.0226560273582217,3,2,5,5,5
"L82045","Probus Surgery",0.993636363636364,215,218,122,157,105,117,0.986238532110092,0.777070063694268,0.897435897435897,25816,9435,2613,4849,0.276947535771065,0.513937466878643,0.023105458399576,1,3,5,5,5
"L82043","Quay Lane Surgery",1,92,92,65,83,34,39,1,0.783132530120482,0.871794871794872,12265,4644,1470,2398,0.316537467700258,0.516365202411714,0.0198105081826012,3,1,5,5,5
"Y00969","Rame Group Practice",1,258,274,181,204,118,135,0.941605839416058,0.887254901960784,0.874074074074074,23837,11790,3415,6045,0.289652247667515,0.512722646310433,0.0232400339270568,1,4,5,5,5
"L82050","Rosedean Surgery",1,188,192,124,168,73,89,0.979166666666667,0.738095238095238,0.820224719101124,4623,9587,2493,4935,0.260039637008449,0.514759570251382,0.0200271200584124,4,3,5,5,5
"L82048","Roseland Surgeries",0.968181818181818,85,86,41,59,49,63,0.988372093023256,0.694915254237288,0.777777777777778,15372,3804,1322,1921,0.347528916929548,0.504994742376446,0.0226077812828601,3,1,5,5,3
"Y01050","Rosmellyn Surgery",1,174,175,125,152,94,99,0.994285714285714,0.822368421052632,0.94949494949495,13423,7564,1952,4046,0.258064516129032,0.534902168164992,0.0231359069275516,3,2,5,5,5
"L82046","Saltash Health Centre",1,208,211,182,208,110,123,0.985781990521327,0.875,0.894308943089431,10621,12202,3261,6284,0.26725127028356,0.514997541386658,0.0172922471725947,3,4,5,5,5
"Y04957","St Austell Health Group",1,586,596,460,527,316,341,0.983221476510067,0.872865275142315,0.926686217008798,12974,32784,7703,16524,0.234962176671547,0.50402635431918,0.0181795998047828,3,5,5,4,3
"L82057","St Keverne Health Centre",1,85,87,54,63,37,38,0.977011494252874,0.857142857142857,0.973684210526316,8867,2924,1010,1489,0.345417236662107,0.509233926128591,0.0297537619699042,4,1,5,5,4
"L82054","St. Agnes Surgery",1,190,191,124,150,86,96,0.994764397905759,0.826666666666667,0.895833333333333,14439,9243,2246,4782,0.242994698690901,0.517364492048036,0.0206642864870713,3,3,5,4,5
"Y01922","Stennack Surgery",1,357,357,194,227,155,166,1,0.854625550660793,0.933734939759036,12092,11931,3588,6117,0.300729192858939,0.512698013578074,0.0299220517978376,3,4,5,5,5
"L82008","Stratton Medical Centre",0.943636363636364,248,270,151,196,119,134,0.918518518518519,0.770408163265306,0.888059701492537,13941,10709,3069,5328,0.286581380147539,0.497525445886637,0.0252124381361472,3,4,5,5,2
"L82070","Sunnyside Surgery",1,171,176,95,111,87,96,0.971590909090909,0.855855855855856,0.90625,13423,6655,1924,3473,0.289105935386927,0.521863260706236,0.0264462809917355,3,2,5,5,5
"L82012","Tamar Valley Health",1,408,409,228,275,190,204,0.997555012224939,0.829090909090909,0.931372549019608,4993,16966,5394,8565,0.317929977602263,0.504833195803371,0.024107037604621,4,5,5,5,3
"L82056","The Mullion & Constantine Group Practice",1,202,205,125,155,110,127,0.985365853658537,0.806451612903226,0.866141732283465,13143,8430,2698,4328,0.320047449584816,0.513404507710558,0.0243179122182681,3,3,5,5,5
"L82028","Three Spires Medical Practice",1,328,336,175,220,179,203,0.976190476190476,0.795454545454545,0.881773399014778,8510,17845,3745,9267,0.209862706640516,0.519305127486691,0.0188288035864388,4,5,5,4,5
"L82052","Trescobeas Surgery",1,212,216,137,163,140,155,0.981481481481482,0.840490797546012,0.903225806451613,29189,10660,2723,5548,0.255440900562852,0.520450281425891,0.0202626641651032,1,4,5,5,5
"L82044","Veor Surgery",0.785454545454546,218,220,157,186,117,131,0.990909090909091,0.844086021505376,0.893129770992366,15631,8704,2439,4346,0.280215992647059,0.499310661764706,0.0252757352941176,3,3,5,5,3
"L82004","Wadebridge & Camel Estuary Practice",1,185,186,102,136,85,100,0.994623655913978,0.75,0.85,10029,7905,2238,4087,0.283111954459203,0.517014547754586,0.0235294117647059,3,3,5,5,5
"L82622","Westover Surgery",1,112,112,73,99,61,75,1,0.737373737373737,0.813333333333333,30268,7364,1659,3837,0.225285171102662,0.521048343291689,0.0152091254752852,1,2,4,4,5
"L85030","Ariel Healthcare",1,321,322,222,298,157,181,0.996894409937888,0.74496644295302,0.867403314917127,7148,19066,5164,9472,0.270848631071016,0.496800587433127,0.0168887024021819,4,5,4,5,2
"L85055","Axbridge Surgery",1,138,138,92,108,90,97,1,0.851851851851852,0.927835051546392,17569,9092,2476,4629,0.272327320721513,0.509128904531456,0.0151781786185658,2,3,4,5,4
"L85020","Beckington Family Practice",1,164,169,112,145,101,115,0.970414201183432,0.772413793103448,0.878260869565217,18636,11442,3061,5977,0.267523160286663,0.522373710889705,0.0147701450795315,2,4,4,5,5
"L85601","Brent Area Medical Centre",1,79,79,49,72,32,37,1,0.680555555555556,0.864864864864865,19387,3463,1095,1768,0.316199826739821,0.510539994224661,0.0228125902396766,2,1,5,5,4
"L85032","Bruton Surgery",1,57,57,42,49,27,30,1,0.857142857142857,0.9,14930,5197,1172,2650,0.225514720030787,0.509909563209544,0.0109678660765826,3,1,3,4,4
"L85016","Burnham Medical Centre",1,302,310,213,279,162,178,0.974193548387097,0.763440860215054,0.910112359550562,6627,14816,5040,7531,0.340172786177106,0.508301835853132,0.0209233261339093,4,5,5,5,4
"L85066","Buttercross Health Centre",0.989090909090909,118,120,74,90,74,81,0.983333333333333,0.822222222222222,0.91358024691358,18362,7915,2076,4106,0.262286797220467,0.518761844598863,0.0151610865445357,2,3,4,5,5
